 user_id,movie_id, rate
872064,720,1
962304,720,2
344064,720,4
2343520,720,3
2390368,720,5
1001376,720,5
458592,720,5
404000,720,4
2584128,720,4
2093120,720,5
1892864,720,4
874176,720,4
840192,720,4
627360,720,4
1958912,720,4
307264,720,4
1501056,720,3
1463168,720,4
197632,720,5
2557152,720,4
1335584,720,5
1189856,720,5
735776,720,4
928992,720,5
350624,720,4
1591488,730,4
2362880,730,3
717664,730,3
2384512,730,4
2629184,750,4
1463712,750,4
2495584,760,3
2563776,760,4
1475936,760,5
380992,760,5
900256,760,4
1066688,760,5
2435584,760,4
305344,800,5
2614656,840,4
478176,840,5
376992,840,5
1281536,840,3
2498592,840,4
1511584,840,4
1916224,850,4
1840864,850,4
1854880,850,4
1282240,850,4
635712,860,2
305344,880,2
1123424,890,2
629120,900,5
1809472,900,4
2538880,900,5
2576384,900,4
1649696,900,3
1962176,900,5
1661216,900,3
795040,900,5
2521856,900,4
1580032,900,3
32928,900,5
1608960,920,3
108896,940,3
1284704,940,5
1097440,940,5
2648768,940,4
2032832,940,4
1356928,940,5
290656,940,3
122720,940,4
2575552,940,4
1152704,940,5
1938784,940,5
230112,940,1
1404704,940,4
2504928,940,3
1807136,940,2
502080,940,3
691808,940,4
778016,940,3
1098048,940,5
2181248,940,4
1308128,940,2
1851680,980,3
1684416,990,5
979424,990,4
2091744,1020,5
79520,1020,5
1140352,1020,3
1781120,1020,3
671808,1020,4
236160,1020,3
2257024,1020,2
830656,1020,5
254656,1020,5
755712,1020,4
1913120,1020,5
479680,1020,4
979424,1020,5
134784,1020,1
1242432,1050,3
1412384,1050,4
30976,1050,4
1852384,1050,4
2411840,1050,4
286048,1050,5
565600,1050,4
1954784,1050,4
2298976,1050,5
1701632,1050,3
2647648,1050,4
1458944,1050,5
1661344,1050,5
364064,1050,4
632448,1050,3
397216,1050,4
730016,1050,3
159328,1060,2
1436960,1060,4
1749728,1060,3
1527008,1060,3
881440,1070,3
2414144,1080,4
2158880,1080,4
606144,1080,2
1601312,1080,3
485152,1100,1
1622272,1100,2
171232,1100,3
119936,1100,2
864192,1100,1
1725728,1100,3
2064672,1110,4
2021536,1110,2
590752,1110,5
138688,1110,4
2322688,1110,4
2441600,1110,4
130528,1110,4
1919392,1110,3
750816,1110,4
1992192,1110,4
756992,1110,4
484224,1110,3
724224,1110,3
2171904,1110,4
2587616,1110,5
299296,1110,5
55072,1110,4
220416,1110,5
388992,1110,4
1375616,1110,3
1155712,1110,4
1551936,1110,3
2438944,1110,2
1354336,1110,4
1913920,1110,5
2323264,1110,5
2057248,1110,4
480288,1110,3
2528128,1110,5
214208,1110,3
376992,1110,4
2180384,1110,4
847232,1110,5
2181504,1110,5
1463008,1110,4
368832,1110,3
121184,1110,4
775776,1110,5
1699712,1110,4
2525632,1110,5
559488,1110,5
1484800,1110,1
1042784,1110,4
1233376,1110,5
1292384,1110,5
1002400,1110,3
371584,1110,5
1458944,1110,5
1876896,1110,5
13952,1110,4
206272,1110,4
304000,1110,5
2539008,1110,5
1948352,1110,4
2458336,1110,4
17984,1110,3
1144832,1110,4
356096,1110,4
251520,1110,4
726144,1110,1
1204640,1110,2
2156352,1110,4
327136,1110,5
1951200,1110,5
237408,1110,5
283648,1110,3
2624352,1110,4
2151520,1110,2
1841600,1110,5
861856,1110,5
2142688,1110,3
1431808,1110,5
1143712,1110,4
1387040,1110,3
1421792,1110,4
2229152,1110,3
1689344,1110,4
2603232,1110,5
2588416,1110,3
771008,1110,3
815200,1110,5
2039264,1110,5
312064,1110,3
1277888,1110,5
2590656,1110,4
2595168,1110,5
2239360,1110,4
340512,1110,4
604480,1110,4
970176,1110,5
852256,1110,5
1610656,1110,3
1168288,1110,4
1790656,1120,3
1242336,1120,5
2002848,1120,5
976192,1120,4
2134784,1120,3
2415680,1130,4
2303680,1130,3
1684416,1130,4
305344,1130,2
661088,1130,3
61472,1140,2
33696,1140,3
2372128,1140,3
443680,1140,3
2075584,1140,3
1927008,1140,4
1478048,1140,4
1934976,1140,4
2442336,1140,3
1922272,1140,3
343712,1160,2
1527008,1160,5
305344,1170,3
384,1180,5
2163584,1180,5
2512224,1180,3
2492480,1180,4
1748128,1180,5
1974656,1180,4
61472,1180,4
371072,1180,5
1509760,1180,3
1212576,1180,4
1253376,1180,5
694176,1180,3
463840,1180,4
810816,1180,4
1838912,1180,4
854848,1180,4
311200,1180,4
2576384,1180,5
593440,1180,5
129888,1180,4
462528,1180,4
154144,1180,4
847616,1180,5
107520,1180,4
1534144,1180,5
3392,1180,5
822400,1180,4
1954784,1180,4
2491072,1180,5
2021184,1180,2
2520352,1180,3
90944,1180,5
1272928,1180,4
834496,1180,3
52000,1180,3
1704448,1180,4
921056,1180,4
699136,1180,4
1337120,1180,3
768960,1180,3
1531008,1180,4
711552,1180,4
1726144,1180,5
626496,1180,1
660096,1180,4
1831040,1180,3
2281888,1180,5
86848,1180,5
1078816,1180,4
345696,1180,5
1956224,1180,3
1958144,1180,4
2597664,1180,5
878976,1180,2
1661216,1180,4
2287072,1180,5
294944,1180,5
2443232,1180,4
559840,1180,4
874176,1180,4
17984,1180,4
864608,1180,3
194432,1180,4
1334208,1180,3
850560,1180,4
502592,1180,5
1929632,1180,5
973120,1180,4
969536,1180,4
2348512,1180,3
132928,1180,2
1444640,1180,4
1490688,1180,4
1345088,1180,3
2371808,1180,4
1032512,1180,4
882752,1180,5
741312,1180,2
1934112,1180,4
1982784,1180,4
1665824,1180,3
2129120,1180,5
1926272,1180,4
1640608,1180,3
803008,1180,3
2258880,1180,3
1808512,1180,4
2207744,1180,4
447008,1180,5
1182816,1180,5
1305472,1180,5
1335712,1180,4
2638560,1180,3
392480,1180,4
263680,1180,3
2016928,1180,4
458656,1180,4
1352960,1180,5
2301856,1180,4
1584128,1180,4
290336,1180,5
704512,1180,4
488416,1180,3
2278112,1180,4
611936,1180,4
828128,1200,3
750816,1200,3
81120,1200,3
928256,1200,2
2146080,1200,4
1207488,1200,4
851520,1200,1
780768,1210,4
1613728,1220,4
1232416,1220,2
850464,1220,4
2010336,1220,4
1600608,1220,3
1857952,1220,4
1498080,1220,4
754688,1220,4
165024,1220,4
1820256,1220,4
1002208,1220,3
1263360,1220,2
2064128,1220,2
586976,1220,4
1243104,1220,5
2009152,1220,4
345568,1220,3
1309088,1220,4
599328,1220,4
2370016,1220,4
1961408,1220,5
129888,1220,4
860672,1220,4
1850080,1220,4
1195520,1220,4
1424448,1220,5
2100960,1220,4
2344032,1220,3
1594560,1220,5
1354336,1220,3
730112,1220,3
2426464,1220,4
1323680,1220,4
1474752,1220,5
1714784,1220,5
262080,1220,3
2438016,1220,5
1199488,1220,4
1228768,1220,4
9184,1220,4
1822496,1220,4
302336,1220,4
145280,1220,5
1690624,1220,4
1533440,1220,3
710272,1220,5
1039872,1220,4
1012800,1220,4
592832,1220,5
1152704,1220,5
782528,1220,3
1129984,1220,3
20640,1220,4
1406528,1220,4
2092448,1220,3
1931136,1220,2
939840,1220,4
2364512,1220,4
209024,1220,3
2100096,1220,4
2327168,1220,4
2633632,1220,3
2339008,1220,5
1104512,1220,4
737472,1220,3
2464192,1220,3
1151712,1220,4
194528,1220,3
1756192,1220,4
789408,1220,4
2004864,1220,3
1827328,1220,3
19360,1220,5
29504,1220,2
309248,1220,2
1845472,1220,3
467008,1220,4
2240832,1220,1
1370112,1220,5
1263488,1220,5
2002112,1220,3
529760,1220,4
1531520,1220,4
421504,1220,5
979680,1220,5
1532096,1220,4
1360224,1220,3
2261536,1220,3
128448,1220,4
2067200,1220,5
1218400,1220,4
959744,1220,4
1395584,1220,5
34528,1220,5
1286432,1220,4
44288,1220,4
997632,1220,4
129120,1220,4
68512,1220,5
1396608,1220,4
803008,1220,5
2043072,1220,3
1742464,1220,4
1890112,1220,3
2074048,1220,4
281888,1220,4
1884512,1220,4
735776,1220,1
119776,1220,5
1584128,1220,4
623232,1220,5
1675328,1220,4
2643872,1220,4
143776,1220,4
204160,1220,4
1831712,1220,4
1245184,1220,5
431552,1220,5
340224,1220,3
651072,1240,4
2462144,1250,5
1674112,1250,4
2504544,1250,3
643296,1250,3
867904,1250,3
928992,1250,4
565696,1250,3
2464928,1260,2
1166912,1260,1
1739296,1260,3
1306304,1260,3
2323264,1270,3
818752,1270,4
542848,1280,1
2572064,1290,5
305344,1290,2
2201696,1300,5
1155200,1300,5
1633216,1300,5
510848,1300,5
1871136,1300,5
1558976,1300,4
1608960,1310,5
123392,1360,5
305344,1360,1
813472,1370,4
10016,1370,3
524672,1370,3
1374368,1370,4
2296416,1370,4
480288,1370,3
1604448,1370,3
2601024,1370,3
923936,1370,2
1832800,1370,3
1729472,1370,5
2266432,1370,3
1602112,1370,3
161792,1370,4
104320,1370,3
475520,1370,4
2523488,1370,5
520704,1370,5
1272384,1370,4
1253792,1370,2
2346240,1370,3
1842656,1370,4
107776,1380,3
305344,1400,1
2512224,1420,3
947104,1450,2
1195616,1450,3
2575392,1470,4
1169024,1470,5
2636480,1470,5
1550336,1470,4
1278144,1470,5
1703680,1470,4
541664,1470,5
1355968,1470,4
1782688,1470,5
61472,1470,3
2467136,1470,4
2230176,1470,4
396192,1470,5
109280,1470,4
463840,1470,4
18432,1470,4
1166912,1470,2
1027776,1470,3
881120,1470,2
1258080,1470,4
182016,1470,4
2547616,1470,4
1645216,1470,5
619744,1470,5
2386208,1470,3
622176,1470,2
1513632,1470,4
870912,1470,5
672576,1470,4
2223744,1470,3
682944,1470,2
628064,1470,5
2438688,1470,4
371712,1470,3
2570880,1470,4
252576,1470,5
881440,1470,3
2597664,1470,3
103392,1470,5
1612800,1470,4
1736800,1470,1
31296,1470,3
58368,1470,3
725728,1470,4
2346848,1470,3
97536,1470,5
2253184,1470,2
1833216,1470,3
419616,1470,3
620992,1470,4
2042240,1470,4
664128,1470,3
2544096,1470,4
2397056,1470,4
1636032,1470,4
305664,1470,4
521536,1470,5
1783872,1470,5
2570496,1470,3
1807136,1470,5
2648928,1470,4
1789920,1470,5
1412480,1470,5
691808,1470,3
1858752,1470,4
2136800,1470,4
1098048,1470,5
1582816,1470,4
1420736,1470,5
2124608,1470,4
1934976,1470,5
1195616,1470,4
1233312,1470,4
563168,1470,4
1487232,1470,5
1676896,1470,4
1713184,1470,3
1842656,1470,5
320288,1470,3
230112,1510,2
1185856,1530,4
1949952,1530,3
1617888,1530,4
2018496,1530,3
973120,1530,2
85216,1530,5
180928,1530,3
2622944,1530,4
537600,1530,5
1684416,1540,2
545664,1540,2
45216,1560,3
780768,1570,2
1117152,1580,3
1875008,1580,2
188000,1590,5
228896,1590,3
1083968,1590,5
124096,1590,5
1600032,1590,5
1155712,1590,3
1811616,1590,4
779328,1590,4
2371680,1590,4
619808,1590,3
2157472,1590,3
247168,1590,4
364896,1590,5
1691072,1590,4
1055424,1590,4
1226208,1590,4
1558912,1590,4
2458336,1590,4
2184768,1590,5
144256,1590,2
2355968,1590,3
379104,1590,4
2146880,1590,4
593856,1590,4
36000,1590,4
2234592,1590,3
1947136,1590,4
979424,1590,5
691808,1590,4
1305472,1590,4
1136288,1590,5
686176,1590,5
2553792,1590,3
2374464,1590,4
1678880,1590,4
1769920,1600,5
2625824,1600,4
1993568,1600,3
1558976,1600,4
1169024,1610,5
416576,1610,3
52736,1610,4
920896,1630,4
2575392,1650,3
1118368,1650,3
1550336,1650,3
2522880,1650,4
1181024,1650,3
2065920,1650,3
1614784,1650,3
724224,1650,4
2460896,1650,3
1473472,1650,2
1091232,1650,4
204096,1650,2
394784,1650,2
981600,1650,3
2631744,1650,4
2371680,1650,3
791072,1650,5
368832,1650,3
1281536,1650,3
1816992,1650,3
940576,1650,3
1934336,1650,4
1249280,1650,2
2459840,1650,3
2418528,1650,3
555968,1650,1
2230528,1650,4
514112,1650,1
1692864,1650,5
842592,1650,5
2348512,1650,3
278880,1650,3
2055552,1650,3
1826432,1650,3
850880,1650,4
1702272,1650,2
127264,1650,3
1089664,1650,2
487904,1650,3
735776,1650,4
931008,1650,4
2162144,1650,3
503936,1650,3
2499904,1660,5
184544,1700,2
822176,1700,2
830912,1700,5
84288,1700,4
2074496,1700,2
1857888,1700,3
1150912,1700,4
401344,1700,3
1268608,1700,4
888192,1700,4
1183104,1700,5
1102080,1700,4
2082912,1700,4
505344,1700,2
488896,1700,5
1538624,1700,5
203936,1700,4
828672,1700,5
101888,1700,3
368608,1700,5
1324928,1700,5
867904,1700,3
2279264,1700,5
651968,1700,5
946528,1700,2
973216,1700,5
496832,1700,5
736800,1700,2
1592384,1700,5
370336,1720,3
137504,1730,5
881120,1730,4
299584,1740,3
2472640,1760,2
2387904,1770,3
1822240,1770,4
780160,1770,4
1840864,1770,5
199008,1770,3
687648,1770,1
1236736,1770,5
1102080,1770,5
544448,1770,5
490240,1770,5
359104,1770,3
1362720,1770,4
492064,1770,4
974496,1770,5
1357312,1770,3
1941344,1770,4
684256,1770,3
779616,1770,5
2226336,1770,2
1873152,1770,5
475872,1770,5
565504,1770,5
924352,1770,5
1042112,1770,5
1824160,1770,5
928992,1770,4
2398656,1770,4
1713632,1780,3
1727232,1780,3
1207104,1780,4
884736,1780,5
1195392,1790,1
203936,1790,3
513120,1790,4
468608,1790,4
1340096,1800,5
2633152,1800,4
709536,1800,4
2369280,1800,4
512352,1810,4
2647328,1810,5
164288,1810,5
1133344,1810,5
1591584,1810,4
1166912,1810,3
160736,1810,4
1189184,1810,4
660096,1810,2
1407072,1810,4
891808,1810,4
1956480,1810,5
638720,1810,4
877952,1810,4
12416,1810,3
499328,1810,3
206272,1810,3
2414400,1810,5
629152,1810,4
985920,1810,3
1346432,1810,3
2039008,1810,4
1296096,1810,4
226048,1810,2
503040,1810,4
1900448,1810,4
1636832,1810,5
1749728,1810,5
1702272,1810,5
2321824,1810,5
1710368,1810,4
1380224,1810,4
1138496,1810,5
2019776,1810,3
390112,1810,4
2470880,1810,3
618720,1810,5
1583424,1810,4
2486144,1810,4
1544352,1810,4
1375072,1810,4
611936,1810,2
478176,1840,4
2356704,1840,4
881120,1860,2
2548832,1860,4
2056672,1870,4
916704,1870,3
2075904,1880,3
2320544,1890,4
1134752,1890,3
737728,1890,4
827136,1890,4
2389952,1890,4
315168,1890,2
1385344,1890,4
1856,1890,5
2534208,1890,5
2453024,1890,3
1654496,1890,5
2458336,1890,3
2295136,1890,3
2589408,1890,3
351104,1890,3
2092384,1890,4
1106240,1890,5
2628320,1890,5
700288,1890,3
1353056,1890,4
1527392,1900,2
1042784,1970,2
1279360,1990,3
1509760,2000,4
1151776,2000,3
924640,2000,2
2100960,2000,5
262464,2000,4
566784,2000,5
2000480,2000,3
1263008,2000,5
1985504,2000,4
2096352,2000,3
2220576,2000,3
1677216,2000,4
52736,2000,4
1368832,2000,4
2158880,2000,4
996448,2000,5
1515936,2000,4
1948352,2000,4
271840,2000,3
2005344,2000,3
1344672,2000,3
1315392,2000,4
1771232,2000,4
1872352,2000,1
1457728,2000,5
1933952,2000,3
376576,2000,4
1777696,2000,3
1675680,2000,2
2539392,2000,5
1320864,2000,1
2479648,2000,4
1307968,2000,4
2565952,2000,3
2588416,2000,3
152128,2000,3
2536352,2000,4
2585952,2000,4
1449760,2000,5
18176,2000,4
1647680,2000,3
2481504,2020,5
2000256,2020,4
2092288,2040,5
2210112,2040,5
1635904,2040,5
1354592,2040,4
1135904,2040,4
1437824,2040,5
447008,2040,5
376704,2040,4
2398656,2040,3
1842656,2040,3
592416,2050,3
35456,2080,5
2482528,2100,4
1511488,2130,4
2156736,2140,3
1916224,2140,1
1661600,2140,3
620832,2140,3
2057248,2140,4
2392672,2150,3
500576,2150,3
2164224,2150,3
1117152,2170,4
1055456,2180,4
1767072,2190,4
341664,2200,3
104544,2200,3
1564576,2200,3
1851136,2200,4
2565696,2200,3
2414144,2200,5
1819936,2200,4
654272,2200,4
587264,2200,3
2358720,2200,4
417248,2200,2
1579104,2200,4
376992,2200,5
896736,2200,3
485536,2200,4
1383680,2200,3
1947520,2200,4
20640,2200,2
1256928,2200,5
2214656,2200,3
1235008,2200,4
505344,2200,1
1393600,2200,1
1120064,2200,1
1207488,2200,2
1312608,2200,2
676832,2200,2
1033152,2200,4
194528,2200,2
201632,2200,3
1470304,2200,4
1919488,2200,1
1345088,2200,2
2374496,2200,2
1373824,2200,2
1688768,2200,2
2323360,2200,1
34528,2200,3
152640,2200,3
2224160,2200,3
2152640,2200,4
800256,2200,3
188288,2200,3
286912,2200,1
951360,2200,1
737984,2200,4
2350144,2200,3
686176,2200,2
1797888,2200,2
2506624,2200,4
2558944,2200,2
112320,2220,5
862656,2230,3
446624,2250,3
1539456,2260,3
562784,2290,4
1782400,2290,3
2439904,2290,4
2333760,2290,4
629120,2290,3
1472608,2290,5
621632,2290,5
1504448,2290,5
2305024,2290,5
1259776,2290,4
2524384,2290,5
1495744,2290,4
2171904,2290,5
2587616,2290,4
182016,2290,5
462912,2290,5
1215808,2290,5
970784,2290,5
164800,2290,4
417248,2290,3
1792064,2290,5
87360,2290,5
847232,2290,5
433120,2290,3
2379296,2290,4
1911008,2290,5
1744160,2290,3
1550208,2290,5
150784,2290,5
5696,2290,5
52736,2290,4
2364512,2290,5
614432,2290,3
702016,2290,5
409024,2290,4
2223968,2290,4
1728128,2290,5
1334976,2290,4
1931936,2290,4
2624480,2290,5
1346784,2290,4
167392,2290,5
109248,2290,5
1960096,2290,5
1363136,2290,5
1986816,2290,5
1460800,2290,4
1938112,2290,2
1066688,2290,5
575456,2290,4
2171936,2290,5
638016,2290,4
956000,2290,5
2027360,2290,5
2547200,2290,5
864416,2290,5
280832,2290,3
1181056,2290,4
77664,2290,4
1443200,2300,5
2193920,2310,5
219232,2340,3
281216,2340,4
1136480,2340,3
317664,2340,2
591936,2340,1
2260832,2340,1
2597760,2340,4
2023200,2340,3
1644320,2340,2
351296,2340,3
1740800,2350,3
2390368,2350,4
292800,2350,3
984992,2360,5
1083968,2360,2
1298304,2360,5
1099072,2360,4
1755552,2360,5
2324928,2360,3
2266688,2360,5
2371680,2360,4
1500960,2360,5
1447104,2360,5
2260480,2360,4
2210272,2360,5
269344,2360,3
738784,2360,1
813056,2360,5
2051520,2360,5
977888,2360,4
1938816,2360,5
2388736,2360,5
599232,2360,5
161792,2360,4
1688768,2360,4
1018688,2360,2
1143712,2360,5
799520,2360,5
1478048,2360,3
288256,2360,5
1631072,2360,4
1493504,2360,4
1581184,2360,3
111200,2360,2
52896,2360,5
1786144,2360,5
2547200,2360,4
1481344,2360,5
1558976,2360,4
1675328,2360,4
503936,2360,4
2631200,2370,3
1483872,2370,3
241696,2370,4
1842624,2380,5
30976,2380,5
537888,2380,3
2629184,2380,3
331776,2380,3
811104,2380,3
147712,2380,4
2473216,2380,3
1016032,2380,2
2181248,2380,4
2009152,2400,2
1896000,2400,2
216736,2400,2
2145856,2400,4
611680,2400,3
1839424,2400,3
1577696,2400,4
1218848,2400,4
1933600,2400,4
974720,2400,3
1763136,2400,3
1648640,2400,2
226048,2400,3
2122976,2400,5
864192,2400,2
2361184,2400,5
357056,2400,4
1084384,2400,2
735296,2400,3
1986816,2400,2
1084928,2410,1
1157088,2410,5
2024800,2410,3
1044160,2410,3
1795744,2420,2
1672960,2430,4
2268800,2430,5
629120,2430,4
1805888,2430,5
220608,2430,4
2186528,2430,5
818624,2430,2
398112,2430,3
593440,2430,3
1598336,2430,5
204096,2430,4
1795744,2430,5
483968,2430,3
699744,2430,4
1988704,2430,4
924576,2430,4
918976,2430,4
675616,2430,3
684576,2430,5
1985504,2430,5
929600,2430,5
194304,2430,1
72960,2430,3
2238144,2430,5
115328,2430,5
1262368,2430,5
789408,2430,5
1405888,2430,5
1334208,2430,5
2116384,2430,3
307168,2430,5
1826432,2430,4
475872,2430,5
212064,2430,3
160160,2430,4
1742464,2430,4
1686784,2430,5
1288000,2430,4
2569952,2430,3
1213536,2430,4
2435584,2430,4
696672,2430,5
1358432,2430,4
1727360,2430,4
851008,2440,5
1490432,2440,5
490464,2440,5
2151488,2440,5
729120,2440,5
2273696,2450,4
731232,2460,4
1000192,2460,2
996064,2460,4
33696,2460,3
1021760,2460,3
516736,2460,3
733376,2460,3
2553056,2460,3
1396960,2460,3
1843168,2460,3
2410720,2460,3
1358432,2460,3
2575392,2470,3
2201696,2470,3
1810944,2470,3
676192,2470,3
84288,2470,3
1120192,2470,4
2216320,2470,3
516192,2470,5
1000192,2470,3
756992,2470,3
2064128,2470,2
278336,2470,3
975488,2470,3
42592,2470,2
827136,2470,2
304384,2470,1
131264,2470,3
2169856,2470,3
302272,2470,3
1862112,2470,3
1236224,2470,1
672576,2470,4
1024768,2470,3
1674112,2470,5
627040,2470,2
2386496,2470,5
1520224,2470,4
462464,2470,3
1078528,2470,5
2629184,2470,4
720608,2470,3
2459840,2470,3
1648864,2470,1
2052000,2470,4
2239840,2470,4
676832,2470,1
724256,2470,4
265024,2470,3
1040992,2470,4
1155552,2470,3
1167392,2470,5
667744,2470,3
2645984,2470,3
1500832,2470,3
573792,2470,4
1134304,2470,4
295520,2470,3
508480,2470,3
2042144,2470,3
773536,2470,4
1644320,2470,5
524192,2470,4
758208,2470,2
730016,2470,3
1565184,2470,2
2579456,2470,2
69888,2470,3
1441568,2490,3
828704,2490,3
1437568,2510,3
1279360,2570,3
2390944,2580,3
1436640,2580,4
898304,2580,2
1433344,2580,4
307552,2580,3
1119488,2580,3
1895328,2580,3
197920,2580,3
744128,2580,4
1756576,2580,4
2192288,2580,3
1266560,2580,3
161344,2580,3
262368,2580,3
386752,2580,4
2197376,2580,4
1636864,2580,2
1426080,2580,4
712384,2580,5
677344,2580,4
1683296,2580,4
1013856,2580,4
2489984,2580,5
408576,2580,4
768960,2580,1
924576,2580,2
1447104,2580,3
957344,2580,4
1985504,2580,3
159328,2580,4
1549152,2580,3
1979072,2580,4
2075584,2580,4
1468224,2580,5
1050496,2580,4
1841056,2580,4
2232544,2580,5
1332608,2580,3
206272,2580,3
1604544,2580,2
593024,2580,1
2443232,2580,4
1832288,2580,3
214784,2580,4
1489952,2580,4
277280,2580,3
2626944,2580,5
2325344,2580,4
90912,2580,3
1511136,2580,4
85216,2580,4
628032,2580,3
283648,2580,4
786496,2580,4
1404704,2580,3
2030336,2580,4
724896,2580,3
2516448,2580,4
2409280,2580,4
2029952,2580,5
97856,2580,5
1218400,2580,5
101408,2580,4
2576736,2580,4
1223456,2580,2
109248,2580,5
2200864,2580,3
1003840,2580,1
1644000,2580,4
