movie_id, movie_time, user_id, rate, rate_time
720, 1989 ,2584128 ,4 , 2005-03-16
720, 1989 ,2093120 ,5 , 2004-09-28
720, 1989 ,1892864 ,4 , 2005-05-04
720, 1989 ,874176 ,4 , 2004-10-18
720, 1989 ,840192 ,4 , 2004-05-23
720, 1989 ,627360 ,4 , 2005-11-02
720, 1989 ,1958912 ,4 , 2004-06-05
720, 1989 ,307264 ,4 , 2005-03-13
720, 1989 ,1501056 ,3 , 2003-10-21
720, 1989 ,1463168 ,4 , 2005-07-16
720, 1989 ,197632 ,5 , 2004-03-22
720, 1989 ,2557152 ,4 , 2005-02-08
720, 1989 ,1335584 ,5 , 2004-10-12
720, 1989 ,1189856 ,5 , 2005-11-08
720, 1989 ,735776 ,4 , 2004-02-03
720, 1989 ,928992 ,5 , 2004-12-12
720, 1989 ,350624 ,4 , 2004-10-02
730, 1988 ,1591488 ,4 , 2005-03-14
730, 1988 ,2362880 ,3 , 2004-04-28
730, 1988 ,717664 ,3 , 2005-06-05
730, 1988 ,2384512 ,4 , 2005-12-04
750, 2004 ,2629184 ,4 , 2005-10-12
750, 2004 ,1463712 ,4 , 2005-08-30
760, 2005 ,2495584 ,3 , 2005-07-28
760, 2005 ,2563776 ,4 , 2005-02-14
760, 2005 ,1475936 ,5 , 2005-10-08
760, 2005 ,380992 ,5 , 2005-11-30
760, 2005 ,900256 ,4 , 2005-06-08
760, 2005 ,1066688 ,5 , 2005-09-06
760, 2005 ,2435584 ,4 , 2005-07-09
800, 1971 ,305344 ,5 , 2003-05-10
840, 1941 ,2614656 ,4 , 2004-11-23
840, 1941 ,478176 ,5 , 2004-05-26
840, 1941 ,376992 ,5 , 2005-06-08
840, 1941 ,1281536 ,3 , 2005-05-24
840, 1941 ,2498592 ,4 , 2005-08-01
840, 1941 ,1511584 ,4 , 2004-04-02
850, 2002 ,1916224 ,4 , 2004-06-20
850, 2002 ,1840864 ,4 , 2004-07-02
850, 2002 ,1854880 ,4 , 2004-03-03
850, 2002 ,1282240 ,4 , 2004-12-28
860, 2001 ,635712 ,2 , 2003-06-16
880, 1994 ,305344 ,2 , 2003-08-28
890, 1999 ,1123424 ,2 , 2005-05-16
900, 1994 ,629120 ,5 , 2004-08-18
900, 1994 ,1809472 ,4 , 2004-08-03
900, 1994 ,2538880 ,5 , 2005-01-26
900, 1994 ,2576384 ,4 , 2005-09-28
900, 1994 ,1649696 ,3 , 2005-10-20
900, 1994 ,1962176 ,5 , 2005-03-09
900, 1994 ,1661216 ,3 , 2003-10-31
900, 1994 ,795040 ,5 , 2005-10-31
900, 1994 ,2521856 ,4 , 2005-04-04
900, 1994 ,1580032 ,3 , 2004-04-02
900, 1994 ,32928 ,5 , 2004-04-16
920, 1968 ,1608960 ,3 , 2005-04-09
940, 1997 ,108896 ,3 , 2005-09-13
940, 1997 ,1284704 ,5 , 2005-09-09
940, 1997 ,1097440 ,5 , 2005-06-28
940, 1997 ,2648768 ,4 , 2005-10-17
940, 1997 ,2032832 ,4 , 2005-03-21
940, 1997 ,1356928 ,5 , 2000-01-07
940, 1997 ,290656 ,3 , 2005-08-22
940, 1997 ,122720 ,4 , 2005-10-11
940, 1997 ,2575552 ,4 , 2004-08-23
940, 1997 ,1152704 ,5 , 2005-10-25
940, 1997 ,1938784 ,5 , 2005-02-07
940, 1997 ,230112 ,1 , 2004-06-29
940, 1997 ,1404704 ,4 , 2005-03-02
940, 1997 ,2504928 ,3 , 2004-07-01
940, 1997 ,1807136 ,2 , 2005-09-27
940, 1997 ,502080 ,3 , 2004-08-30
940, 1997 ,691808 ,4 , 2002-09-03
940, 1997 ,778016 ,3 , 2005-08-16
940, 1997 ,1098048 ,5 , 2005-07-22
940, 1997 ,2181248 ,4 , 2005-07-07
940, 1997 ,1308128 ,2 , 2005-07-24
980, 1994 ,1851680 ,3 , 2005-07-12
990, 1941 ,1684416 ,5 , 2005-04-25
990, 1941 ,979424 ,4 , 2005-05-20
1020, 1989 ,2091744 ,5 , 2004-10-21
1020, 1989 ,79520 ,5 , 2005-08-19
1020, 1989 ,1140352 ,3 , 2004-04-29
1020, 1989 ,1781120 ,3 , 2005-07-15
1020, 1989 ,671808 ,4 , 2005-09-24
1020, 1989 ,236160 ,3 , 2004-05-10
1020, 1989 ,2257024 ,2 , 2003-12-08
1020, 1989 ,830656 ,5 , 2004-11-23
1020, 1989 ,254656 ,5 , 2005-07-30
1020, 1989 ,755712 ,4 , 2005-09-19
1020, 1989 ,1913120 ,5 , 2004-09-15
1020, 1989 ,479680 ,4 , 2004-04-09
1020, 1989 ,979424 ,5 , 2004-02-27
1020, 1989 ,134784 ,1 , 2005-05-20
1050, 1982 ,1242432 ,3 , 2005-03-05
1050, 1982 ,1412384 ,4 , 2005-03-16
1050, 1982 ,30976 ,4 , 2005-06-21
1050, 1982 ,1852384 ,4 , 2005-09-09
1050, 1982 ,2411840 ,4 , 2005-09-20
1050, 1982 ,286048 ,5 , 2005-06-04
1050, 1982 ,565600 ,4 , 2005-09-10
1050, 1982 ,1954784 ,4 , 2005-10-23
1050, 1982 ,2298976 ,5 , 2005-11-22
1050, 1982 ,1701632 ,3 , 2005-11-11
1050, 1982 ,2647648 ,4 , 2005-03-02
1050, 1982 ,1458944 ,5 , 2005-08-11
1050, 1982 ,1661344 ,5 , 2005-08-18
1050, 1982 ,364064 ,4 , 2004-01-22
1050, 1982 ,632448 ,3 , 2004-07-19
1050, 1982 ,397216 ,4 , 2005-07-30
1050, 1982 ,730016 ,3 , 2004-10-25
1060, 2005 ,159328 ,2 , 2005-10-03
1060, 2005 ,1436960 ,4 , 2005-08-21
1060, 2005 ,1749728 ,3 , 2005-09-06
1060, 2005 ,1527008 ,3 , 2005-08-18
1070, 2000 ,881440 ,3 , 2005-08-10
1080, 2002 ,2414144 ,4 , 2005-03-04
1080, 2002 ,2158880 ,4 , 2005-05-24
1080, 2002 ,606144 ,2 , 2005-03-13
1080, 2002 ,1601312 ,3 , 2005-11-18
1100, 2000 ,485152 ,1 , 2002-08-26
1100, 2000 ,1622272 ,2 , 2003-12-26
1100, 2000 ,171232 ,3 , 2004-06-19
1100, 2000 ,119936 ,2 , 2005-06-14
1100, 2000 ,864192 ,1 , 2001-10-31
1100, 2000 ,1725728 ,3 , 2005-04-24
1110, 2003 ,2064672 ,4 , 2004-03-23
1110, 2003 ,2021536 ,2 , 2005-10-18
1110, 2003 ,590752 ,5 , 2005-06-08
1110, 2003 ,138688 ,4 , 2004-06-10
1110, 2003 ,2322688 ,4 , 2005-07-10
1110, 2003 ,2441600 ,4 , 2005-03-15
1110, 2003 ,130528 ,4 , 2005-12-05
1110, 2003 ,1919392 ,3 , 2005-04-23
1110, 2003 ,750816 ,4 , 2004-03-14
1110, 2003 ,1992192 ,4 , 2005-05-29
1110, 2003 ,756992 ,4 , 2004-08-10
1110, 2003 ,484224 ,3 , 2004-04-12
1110, 2003 ,724224 ,3 , 2005-06-22
1110, 2003 ,2171904 ,4 , 2004-04-26
1110, 2003 ,2587616 ,5 , 2005-11-22
1110, 2003 ,299296 ,5 , 2005-03-04
1110, 2003 ,55072 ,4 , 2005-01-24
1110, 2003 ,220416 ,5 , 2004-02-11
1110, 2003 ,388992 ,4 , 2005-03-21
1110, 2003 ,1375616 ,3 , 2004-09-12
1110, 2003 ,1155712 ,4 , 2004-03-15
1110, 2003 ,1551936 ,3 , 2004-10-26
1110, 2003 ,2438944 ,2 , 2004-06-14
1110, 2003 ,1354336 ,4 , 2005-04-14
1110, 2003 ,1913920 ,5 , 2004-11-30
1110, 2003 ,2323264 ,5 , 2004-07-04
1110, 2003 ,2057248 ,4 , 2005-05-02
1110, 2003 ,480288 ,3 , 2004-04-24
1110, 2003 ,2528128 ,5 , 2004-04-16
1110, 2003 ,214208 ,3 , 2004-03-17
1110, 2003 ,376992 ,4 , 2005-06-22
1110, 2003 ,2180384 ,4 , 2004-10-10
1110, 2003 ,847232 ,5 , 2004-02-14
1110, 2003 ,2181504 ,5 , 2004-06-30
1110, 2003 ,1463008 ,4 , 2004-10-02
1110, 2003 ,368832 ,3 , 2004-03-09
1110, 2003 ,121184 ,4 , 2004-08-02
1110, 2003 ,775776 ,5 , 2005-04-30
1110, 2003 ,1699712 ,4 , 2005-06-05
1110, 2003 ,2525632 ,5 , 2004-06-24
1110, 2003 ,559488 ,5 , 2004-09-09
1110, 2003 ,1484800 ,1 , 2004-11-20
1110, 2003 ,1042784 ,4 , 2005-02-12
1110, 2003 ,1233376 ,5 , 2005-01-07
1110, 2003 ,1292384 ,5 , 2005-09-24
1110, 2003 ,1002400 ,3 , 2004-02-09
1110, 2003 ,371584 ,5 , 2004-11-01
1110, 2003 ,1458944 ,5 , 2005-07-03
1110, 2003 ,1876896 ,5 , 2005-09-05
1110, 2003 ,13952 ,4 , 2005-09-30
1110, 2003 ,206272 ,4 , 2004-04-12
1110, 2003 ,304000 ,5 , 2005-05-18
1110, 2003 ,2539008 ,5 , 2004-11-17
1110, 2003 ,1948352 ,4 , 2005-05-09
1110, 2003 ,2458336 ,4 , 2004-06-04
1110, 2003 ,17984 ,3 , 2004-02-10
1110, 2003 ,1144832 ,4 , 2004-07-01
1110, 2003 ,356096 ,4 , 2004-10-11
1110, 2003 ,251520 ,4 , 2005-04-27
1110, 2003 ,726144 ,1 , 2005-10-22
1110, 2003 ,1204640 ,2 , 2005-01-03
1110, 2003 ,2156352 ,4 , 2005-04-11
1110, 2003 ,327136 ,5 , 2005-06-29
1110, 2003 ,1951200 ,5 , 2005-09-19
1110, 2003 ,237408 ,5 , 2004-04-25
1110, 2003 ,283648 ,3 , 2005-04-02
1110, 2003 ,2624352 ,4 , 2005-08-07
1110, 2003 ,2151520 ,2 , 2005-09-13
1110, 2003 ,1841600 ,5 , 2005-04-26
1110, 2003 ,861856 ,5 , 2004-10-19
1110, 2003 ,2142688 ,3 , 2004-05-27
1110, 2003 ,1431808 ,5 , 2004-02-11
1110, 2003 ,1143712 ,4 , 2005-09-15
1110, 2003 ,1387040 ,3 , 2005-10-06
1110, 2003 ,1421792 ,4 , 2005-05-10
1110, 2003 ,2229152 ,3 , 2005-06-18
1110, 2003 ,1689344 ,4 , 2005-08-08
